prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max,weighted_z_score,winmax_weighted_z_score,weighted_p_value,weighted_prediction,weighted_confidence,avg_kl,avg_delta,avg_entropy,avg_p_green_mass,gate_pass_rate,avg_candidate_size,candidate_top_p,kl_epsilon,ppl_num_scored_tokens,ppl_nll_sum,ppl_avg_nll,ppl
12,Fixed Delta 1.864,1.864,,,"University of Utah track and field athlete Lauren McCluskey was found shot dead Monday night in the backseat of a vehicle outside a campus dormitory, according to university police. The suspected shooter was 37-year-old Melvin Rowland, a man"," who traveled from Utah to Changzhou, China, on February 23. The university said Rowland was found ""grieving and intoxicated and at opposite sides of the body.""
Rowland, who was wearing his gray T-shirt and a blue T-shirt, fled the scene. He was taken to CH-One Medical Center in Utah. A university spokesman said Rowland was released with no further details. A university spokesman said Rowland was not a student and police would not reveal his location.",99,54,0.5454545454545454,6.789028582272215,5.6445538431059e-12,Watermarked,0.9999999999943554,79,0.6582278481012658,0.8974358974358975,0.3417721518987342,1.864,1.864,1.864,,,,,,,,,,,,,,100,225.62924194,2.25629242,9.54762488
12,Current Adaptive Delta,adaptive,0.5,3.0,"University of Utah track and field athlete Lauren McCluskey was found shot dead Monday night in the backseat of a vehicle outside a campus dormitory, according to university police. The suspected shooter was 37-year-old Melvin Rowland, a man"," who traveled from Utah to Changzhou, China, on Sept. 27 to sell weapons to homeless people and groups of students, according to police.

The backpack McCluskey was wearing had been shot in the chest by a student at the time. A source with knowledge of the incident told The Salt Lake Tribune that McCluskey’s body was found in a backpack left near the entrance to the dormitory, which was rented from the student apartment complex for homeless people. The student was",99,58,0.5858585858585859,7.717442747369271,5.934340569241363e-15,Watermarked,0.9999999999999941,82,0.6829268292682927,0.9753086419753086,0.31707317073170727,1.8399059081077576,1.6180340051651,2.4071319103240967,9.864437274818375,9.864437274818375,2.9683194143713103e-23,True,1.0,,,0.26132147352764634,0.3106311670364812,0.84,478.66,,,100,197.82192993,1.97821930,7.22985730
13,No Watermark,,,,The Linux kernel now includes everything that is needed to use 3D acceleration with all GeForce graphics chips. Drivers have also been added for a Wireless Gigabit chip and a PCIe WLAN chip from Realtek. In his email announcing the release of Linux," 3D acceleration, Serghei Khandani, Director, Linux Foundation, said that AMD has added support for the AMD Radeon RX 470, RX 470/Radeon RX 550, RX 550/Radeon RX 550/Radeon RX 550/Radeon RX 550/Radeon RX 550/Radeon RX 550/Radeon RX 550/Radeon RX 550/Radeon RX 550/Radeon RX 550/Radeon RX 550/Radeon RX 550/Radeon RX 550/",99,49,0.494949494949495,5.628510875900897,9.088602153646789e-09,Watermarked,0.9999999909113978,62,0.3064516129032258,0.3770491803278688,0.6935483870967742,,,,2.4310816965807156,2.798733358608415,0.007526909886598318,False,0.0,,,0.1848689255835116,0.5182327023637481,0.49,446.52,,,100,97.61046600,0.97610466,2.65409747
13,Fixed Delta 1.864,1.864,,,The Linux kernel now includes everything that is needed to use 3D acceleration with all GeForce graphics chips. Drivers have also been added for a Wireless Gigabit chip and a PCIe WLAN chip from Realtek. In his email announcing the release of Linux," Desktop and Windows 10, Linux Kernel President George H. Sundberg said:

""As an example, our drivers for the Linux Desktop and Windows 10 have been made available to all users.""

""As an example, our drivers for the Linux Desktop and Windows 10 have been made available to all users."" Linux Desktop and Windows 10 Drivers Version 2.0 (What you do with those)

""As an example, our drivers for the Linux Desktop and Windows 10 have been made available",99,69,0.696969696969697,10.270581701386172,4.781315307935896e-25,Watermarked,1.0,79,0.4177215189873418,0.48717948717948717,0.5822784810126582,1.864,1.864,1.864,,,,,,,,,,,,,,100,148.60090637,1.48600906,4.41942264
13,Current Adaptive Delta,adaptive,0.5,3.0,The Linux kernel now includes everything that is needed to use 3D acceleration with all GeForce graphics chips. Drivers have also been added for a Wireless Gigabit chip and a PCIe WLAN chip from Realtek. In his email announcing the release of Linux," Desktop and Windows 10, Linux Kernel President George H. Brown, said the Linux Desktop and Windows 10 ""aim to provide a stable and secure user experience for gamers, developers, and businesses."" Linux Desktop and Windows 10 ""include a dedicated driver library for graphics and sound, and a dedicated driver library for graphics and sound cards,"" with the Linux Desktop and Windows 10 ""include a dedicated driver library for graphics and sound cards,"" with the Linux Desktop and Windows 10 ""include a dedicated driver library for graphics and",99,88,0.8888888888888888,14.680548985597184,4.2946110947537405e-49,Watermarked,1.0,87,0.367816091954023,0.4883720930232558,0.632183908045977,1.8965729320049285,1.6180340051651,2.503523111343384,10.252531531152306,10.252531531152306,5.764195559298679e-25,True,1.0,,,0.2771426687604742,0.4512850475264713,0.72,662.58,,,100,164.56326294,1.64563263,5.18428860
14,No Watermark,,,,"The location of the July 15, 2002 flare is shown at left. The other panels compare the scale of Earth to the eruptions. Red shows superheated gas held together by magnetic fields. The time sequence lasts only 80 seconds and yet reveals tremendous"," amounts of eruption activity. The region of interest is on the far far horizon.

The July 15, 2002 flare is shown at right. The other panels compare the scale of Earth to the eruptions. Red shows superheated gas held together by magnetic fields. The time sequence lasts only 80 seconds and yet reveals tremendous amounts of eruption activity. The region of interest is on the far far horizon.

The July 15, 2002 flare is shown at right. The other panels compare the scale",99,24,0.24242424242424243,-0.17407765595569785,0.5690977834754946,Human/Unwatermarked,0.0,83,0.5301204819277109,0.6585365853658537,0.4698795180722891,,,,-0.4259029849754648,0.5285900033465023,0.6649107301201751,False,0.0,,,0.09491046665389716,0.7937719165859743,0.23,290.98,,,100,50.90383911,0.50903839,1.66369061
14,Fixed Delta 1.864,1.864,,,"The location of the July 15, 2002 flare is shown at left. The other panels compare the scale of Earth to the eruptions. Red shows superheated gas held together by magnetic fields. The time sequence lasts only 80 seconds and yet reveals tremendous"," growth of the gas in the region near the equator. The time sequence is shown as a line (not pictured); in red and white, the first image shows the first 100 years of the bigger gas in the region. The next two images are shown as a line (not pictured) and a line (not pictured). The atmosphere is still so hot it has no sun. The top panel shows where the sign of the mass ejection occurs (a line in red and a line in blue)",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,86,0.5348837209302325,0.7647058823529411,0.4651162790697675,1.864,1.864,1.864,,,,,,,,,,,,,,100,233.06936646,2.33069366,10.28507345
14,Current Adaptive Delta,adaptive,0.5,3.0,"The location of the July 15, 2002 flare is shown at left. The other panels compare the scale of Earth to the eruptions. Red shows superheated gas held together by magnetic fields. The time sequence lasts only 80 seconds and yet reveals tremendous"," growth of the gas in the region near the equator. The time sequence is shown at left. The other panels compare the scale of Earth to the eruptions. Red shows superheated gas held together by magnetic fields. The time sequence is shown at left. The other panels compare the scale of Earth to the eruptions. Red shows superheated gas held together by magnetic fields. The time sequence is shown at left. The other panels compare the scale of Earth to the eruptions.
",99,21,0.21212121212121213,-0.8703882797784892,0.807955875263074,Human/Unwatermarked,0.0,82,0.35365853658536583,0.4567901234567901,0.6463414634146342,1.689642926454544,1.6180340051651,2.483218193054199,3.0067367406681833,3.0775348165197594,0.001320341718733534,False,0.0,,,0.09296425277714356,0.7031910295388661,0.25,218.39,,,100,46.17975998,0.46179760,1.58692408
15,No Watermark,,,,"Last summer I took a cross-country road trip with a group of people driving different types of electric vehicles. It was an amazing experience, and our trip, our adventures, and our misadventures were portrayed in the documentary Kick Gas."," We traveled from Phoenix to Las Vegas and finished our trip in Los Angeles. We’re now planning to continue exploring cities across the country, and we’d love to see you in bigger cities.

However, we will be traveling a lot more internationally. For example, we’re’re going to visit China, India, and other Asian countries. We’re traveling back to the U.S. to spend more time with family, and we’",99,18,0.18181818181818182,-1.5666989036012806,0.941407456400931,Human/Unwatermarked,0.0,74,0.7027027027027027,0.958904109589041,0.29729729729729726,,,,-1.4939630889507163,0.7335376212628218,0.9324073664652818,False,0.0,,,0.23709282480794483,0.3316725266911089,0.78,181.42,,,100,179.51664734,1.79516647,6.02047689
15,Fixed Delta 1.864,1.864,,,"Last summer I took a cross-country road trip with a group of people driving different types of electric vehicles. It was an amazing experience, and our trip, our adventures, and our misadventures were portrayed in the documentary Kick Gas."," I’ve had this happen a lot in recent years, and the reality of the situation is one that I don’t want to ever think of again. Back in 2013, Steve Wright, the CEO of Hop-On Electric, the largest EV maker, launched a test, which resulted in two different results for different types of vehicles. The first, which was a test for doorbell cameras and a charging system, resulted in a total battery loss of 14%. The second, which was",99,60,0.6060606060606061,8.181649829917799,1.3999184135288104e-16,Watermarked,0.9999999999999999,82,0.6951219512195121,0.9629629629629629,0.30487804878048785,1.864,1.864,1.864,,,,,,,,,,,,,,100,232.29470825,2.32294708,10.20570709
15,Current Adaptive Delta,adaptive,0.5,3.0,"Last summer I took a cross-country road trip with a group of people driving different types of electric vehicles. It was an amazing experience, and our trip, our adventures, and our misadventures were portrayed in the documentary Kick Gas."," I’ve had this happen before, and it’s possible that another time, this time, our tour guides were a bit different in how they talked about our experience. The guides shared how they’d been listening to their stories. I’ve reported that they’ve had to pull back their entries to keep the stories in check. I know that makes me feel better, but it’s really a reminder of the potential for mistakes.

So this",99,72,0.7272727272727273,10.966892325208963,2.756746498559108e-28,Watermarked,1.0,78,0.6794871794871795,0.948051948051948,0.3205128205128205,1.911768877506256,1.6180340051651,2.399873733520508,10.622195938432617,10.622195938432617,1.1748380654826204e-26,True,1.0,,,0.29929668564152845,0.34109796196222303,0.86,441.25,,,100,238.44674683,2.38446747,10.85328141
